Filename,Hindi Text
common_voice_hi_26142956.mp3,दिल्ली अस्पतान से नवजाए चोरी सीसी तीवी फुटेज में कैद बच्चा चोर
common_voice_hi_26142957.mp3,खुड नेटिग गत्यविदियो में आई तेजी के वीच उटर कोर्या पाँँचे पुम पीो
common_voice_hi_26142961.mp3,तोम जल्दी ही अच्छी तरहे से अंग्रेजी बोल्ला सीक जाओगें
common_voice_hi_26142970.mp3,वहें तो आजे बाद करती हैं जैसे उसी सब कुछ पता हो
common_voice_hi_26142971.mp3,मनुद जाएस्भाल नी अप कपरो से चला
common_voice_hi_26142972.mp3,मुझे बाहर जाने से गर में रहना पसंद है
common_voice_hi_26142973.mp3,"करिष्माई कारोबारी, हमेसा एक कदम आगे रहने का जद्वा"
common_voice_hi_26142974.mp3,उल्टा कोट्वाल तंगरेस राज में हुए दंगो पर रिपोट जारी कर खुलासा करेगी भीजेपी
common_voice_hi_26142978.mp3,यह तो गेर कानुनी होना चाहीए
common_voice_hi_26142979.mp3,सारा का बर्क अब भीडियो दिख चुटे लोगो के पसीने फैंस बुले एक दम कडग
common_voice_hi_26142980.mp3,अम जल्दबादी में ट्रेंट श्टेशन गए
common_voice_hi_26142981.mp3,तोम बहुत रोया
common_voice_hi_26142982.mp3,जमीन करीद खरुप्त कर लोगो से करता था दूखा द़ी पूलिस ने किया गिरफ्तार
common_voice_hi_26142983.mp3,पुडे अवार्शन पिल्स लेने किबार हुई प्रगनेंट वो यप्रेंट पदज करया केस
common_voice_hi_26142984.mp3,वे जिमखाने में है क्या?
common_voice_hi_26142985.mp3,विजिन्दर ने मुक्के से किया उलंपिक मिद्हमाल
common_voice_hi_26142986.mp3,शिपाल यादव के कुलिज़ पर केंदर ने दिखाई दर्या दिली सुप्रीम कोर्ट ने किया तलाव.
common_voice_hi_26142987.mp3,काम कल तक खटम हूना होगा
common_voice_hi_26142988.mp3,देख हो बाहर क्या हो रहा है
common_voice_hi_26142989.mp3,मुजे उस आदमी से चिला आती है
common_voice_hi_26142990.mp3,बस ती मिन्नट लगेंगे
common_voice_hi_26142991.mp3,काईे
common_voice_hi_26142992.mp3,मैं जोवी कहता हूँ तो है मेरा यकीं कर लेता है
common_voice_hi_26142993.mp3,मुझे नहीं पता कि उसको पता है कि नहीं
common_voice_hi_26142994.mp3,उसने तोडी देद हिज किचाया
common_voice_hi_26142995.mp3,"देविस की जगहे है, प्रायर इंगलेंट की विष्वकप तीम में शामिल"
common_voice_hi_26142996.mp3,यहां भेरबावा मदिरा पानकर रेते हैं बक्तों के कुस्ट
common_voice_hi_26142997.mp3,आप को यहा आना चाहीगे
common_voice_hi_26142998.mp3,बिहार दोक्तर की मुत मामले की पुछ इसतरी एजाज
common_voice_hi_26142999.mp3,मुजे बाद करने के लिए बक्त नहीं है
common_voice_hi_26143000.mp3,kilka Namaste
common_voice_hi_26143001.mp3,चटान लगभग भीलकोस्टीदी है
common_voice_hi_26143107.mp3,उस्टने मुझे लिखना सिक्ःाया
common_voice_hi_26143108.mp3,"बोड अग्जाम में रीवीजन के लिए मिलेगा सम है, अज़े शुरू करें तयारी."
common_voice_hi_26143109.mp3,अजारे को हिरासत में लिए जाने पर आजचरे नहीं आदवाडी
common_voice_hi_26143110.mp3,पन्चायत आस तक में बोले सुर्जिभाला दलिद कला में माहिर हैं बसुंदरा
common_voice_hi_26143111.mp3,चाहाकर भी प्रगनेट नहीं हो पारही है किम कर्दाशिया
common_voice_hi_26143286.mp3,"कशमीर यूनिवर्सिती में तिरंगा फैराने का विरोद रग्ट, हेदर के शुटिंग रग्ट"
common_voice_hi_26143287.mp3,"आम आद्मे पार्टी जोईंगे लब गुरु, मतुकनात, और जूली"
common_voice_hi_26143288.mp3,"कशमीर के लिए पाकिस्तान की हम्दर्दी बस गड्याले आसो, बागला मंत्री"
common_voice_hi_26143289.mp3,तोम बैसी चीजे नहीं करता
common_voice_hi_26143290.mp3,पर्राटा मोटर साइकिले रफ्तार की जानलेवा मशीने
common_voice_hi_26143306.mp3,तुम नहीं समजोगे
common_voice_hi_26143307.mp3,दकेतों से मुट्वेर में शहीड दरोगा कु योगी सरकार देगी भीर्टा पुरसकार
common_voice_hi_26143308.mp3,अस्कर भिजेता सेंद्रा भुलग्को नै साथी की तलाश
common_voice_hi_26143309.mp3,ख्रेप्या पाच मिनेट इन्तिजार करें
common_voice_hi_26143310.mp3,गंगा पुजन का पावन दिन है गंगा दशेहरा
common_voice_hi_26143318.mp3,हम गाईगे
common_voice_hi_26143319.mp3,इस किताब में बहुत सारी तस्वीरे हैं
common_voice_hi_26143320.mp3,तुम कोई भील्च्यस्प किताप पड़़े हो क्या?
common_voice_hi_26143322.mp3,रादिक पतेल को हाई कोट से बलाज़गगा जारी रहेगी ताष्ट द्रो मामले की जाँज
common_voice_hi_26143323.mp3,मैं जल दे लोटोंगी
common_voice_hi_26143396.mp3,"तुम कैसे अईन्सान हो, जो इस तरह के काम कर सकतेप।"
common_voice_hi_26143397.mp3,मैं मतद नहीं कर सकती
common_voice_hi_26143398.mp3,कोई मेरी मदद नहीं कर सकता
common_voice_hi_26143400.mp3,वहे शेक्स आन द सिटी की शोकीन है
common_voice_hi_26143401.mp3,अस्लियत में उसकी नाकामया भी उसकी लापर्वाही की बज़े से दी
common_voice_hi_26151855.mp3,महराडोना को औरजींटीना के पच्ठ पच्ठ यह ता गया गया
common_voice_hi_26151856.mp3,बुत दर्म बारत लेएद हूँ ता
common_voice_hi_26151857.mp3,मैं उसे मिला हूं
common_voice_hi_26151858.mp3,मेरा पर्वार दन है
common_voice_hi_26151859.mp3,अंगरे जी बोलने कि सावग गल्तियो से मद दरा करो
common_voice_hi_26151890.mp3,उसकी मदद के विना तुम नहीं कर पाते
common_voice_hi_26151891.mp3,वाद्री बोले प्याज की किम्तो में उचाल के कारल गोवा में और आटर मिग्रावाद
common_voice_hi_26151892.mp3,जवंगद ले किया पत्मी नेहाद उप्या के वेवी बम्प को किस भुटियो
common_voice_hi_26151893.mp3,अकाडनिक संस्तानो में किंदर स्तापित करेगा दीर डीो
common_voice_hi_26151894.mp3,नतीश लालु की वीज अव आगे हसीटो की जम
common_voice_hi_26151923.mp3,सीदन की अवादी बड़र है
common_voice_hi_26151924.mp3,मैं अपनी डादी से हपते में दो वार मिन लेएाता हूँ
common_voice_hi_26151925.mp3,पागिस्तानि संसदिय समिति हिंदु भिवा कानून कु मन्जूर करने मिनाकाम
common_voice_hi_26151927.mp3,यह उनके दर्म की एक भिदी है.
common_voice_hi_26151928.mp3,दाक्तरने मेरी चोटो परप्टी लगाई
common_voice_hi_26151969.mp3,रजनिकान भारत में सबरिष्टार है
common_voice_hi_26151970.mp3,जन्ता सर्कार को कवी माझ्ट नहीं करेगी सुस्मा
common_voice_hi_26151971.mp3,बत्ती चालू कर दोगे क्या?
common_voice_hi_26151974.mp3,नित्तिन गडखरी बोले हमारा देश दर्मशाला नहीं बदेशी नगरे को पोबसने नहीं देंगे
common_voice_hi_26151976.mp3,तुम ने कहाता तुम भैसा नहीं करोगे
common_voice_hi_26152009.mp3,उस्टने मुस्ट़ से मदद मागी
common_voice_hi_26152010.mp3,मद्द्प्र्देश नाद के हाथ में बाग लोर
common_voice_hi_26152011.mp3,मैं उसका दोस तुम और रहुंगा
common_voice_hi_26152012.mp3,बन दर्ती के सब से प्रवुप इस तलीःप परतन्तर भी हैं
common_voice_hi_26152013.mp3,बे जा रही हैं
common_voice_hi_26152089.mp3,"अद्र कारों पर हमला कर है, हेंसे बगिलो पर पुलिस कलाडि चार्ज"
common_voice_hi_26152090.mp3,उसके विद्ध्यारती कुछ जीआदा ही पडाई करते हैं
common_voice_hi_26152091.mp3,मुजे गितार चाहीए
common_voice_hi_26152092.mp3,मैं उने अपने साथ लेजारहा हूं
common_voice_hi_26152093.mp3,रषोई में
common_voice_hi_26152435.mp3,अगर हो सकता है तो इस शनीवार्या रव्यार
common_voice_hi_26152437.mp3,जुनाव नतीजो से बहले बहाभी रोनी तीट ते करेगा संव.
common_voice_hi_26152440.mp3,मैं तम से लवूँँगा
common_voice_hi_26152442.mp3,बंगला देश के किलाब कोली के अगनी बरीच्चा
common_voice_hi_26152444.mp3,यह आप गोवा में कंगरेस के जीटकर भी रहने के पीचे की कान है
common_voice_hi_26161810.mp3,उस राजा से उसकी ताकप चीन ली गएई
common_voice_hi_26161811.mp3,अबी सब खीख है
common_voice_hi_26161812.mp3,"राहुल का आरो, सीलिंग भीवाद में बीजेपी आपकी मिली भगर"
common_voice_hi_26161813.mp3,मैं तुमे वैजानकारी नहीं दे सकती
common_voice_hi_26161814.mp3,यहांका कुछ भी मेरा नहीं है
common_voice_hi_26161841.mp3,या यह रहीडा अस्ली है
common_voice_hi_26161842.mp3,मैं कल कनाडा बापस आँँगा
common_voice_hi_26161843.mp3,यहा गिताव आलीकी है
common_voice_hi_26161844.mp3,पातिस्तान में प्रस्ताविद हिंदू भिवा कनूनी ख़ताई में
common_voice_hi_26161845.mp3,अकादमिक संथानो में कें जिस्ठापित करेगा दीर्दीो
common_voice_hi_26161856.mp3,तिरकी के पास कडा भेहत मारा प्रवन्दख है क्या?
common_voice_hi_26161857.mp3,तुम ने उसे कब देखा था?
common_voice_hi_26161858.mp3,तुम्हरा कुत्ता बहुत बड़ा है
common_voice_hi_26161859.mp3,यूपी में इस्टाफनर्स पर बच्चा वदलने का आरोब
common_voice_hi_26161860.mp3,तुम नास्ता कितने बजेलोगे?
common_voice_hi_26161876.mp3,लेडी डोक्तर नेज्ट की जान देने की कोशिश देड मेंने पहले हुई ती शादी
common_voice_hi_26161877.mp3,अगर अद्दी पुड़ा को लगी चोल
common_voice_hi_26161878.mp3,या वे है इस साल आमरीका जानेवानी है
common_voice_hi_26161879.mp3,मैं परशान ता क्योकी मुझे फ्रांट्सी सी भोलनी नहीं आती ती
common_voice_hi_26161880.mp3,मोदीने कीया बिहार से भेदबाब जीतन राम माजी
common_voice_hi_26161897.mp3,"नरेदर मोदी बने पदान मनत्री, तो जरुर बनेगा राज मन्दिर, स्रुबबं वन्यम सामी."
common_voice_hi_26161900.mp3,मैं भारड जाना चाहता हूँ
common_voice_hi_26161903.mp3,आप मुझे क्यो नहीं बता सकते?
common_voice_hi_26161904.mp3,मेरी माने मुस्से गास कारतने के लिए गाँ
common_voice_hi_26161905.mp3,प्लेश्मेट आजन्सियो पर लगाम कसेगी दिल्ली सरकार
common_voice_hi_26161916.mp3,मैं अभी चोडने बाला नहीं हूँ
common_voice_hi_26161917.mp3,सम्संग गल्ट्षी सीरीज के तहाप लाइगा पुल मेटल समाडखोल जबोल्ड.
common_voice_hi_26161918.mp3,उसको गमन्डी होने की आदध है
common_voice_hi_26161919.mp3,वे तुमे नहीं देख सकते
common_voice_hi_26161920.mp3,मैं च्या में ख़ा हूं
common_voice_hi_26161926.mp3,बिन आदार पषे मजदार
common_voice_hi_26161927.mp3,चन्तरे के पीर से चन्तरा प्राप्तुता है
common_voice_hi_26161928.mp3,माखी पुजा में बोलकर भी ना करी ये काम
common_voice_hi_26161929.mp3,तोम को कुटे पशन नहीं
common_voice_hi_26161930.mp3,और आप कैसे हैं?
common_voice_hi_26161959.mp3,"अमने ज़़्डी करी शोकी हमें दड़ ता की, हमें स्कूड पूँषने में देड हो जाएगी."
common_voice_hi_26161960.mp3,जानिये फोटग्राफी की दूनिया में रानती लाने वाले इस बैग्यानिक के वारे में
common_voice_hi_26161961.mp3,वहेख हरगोस दूश्ट ता
common_voice_hi_26161962.mp3,मुझे अपनी अगुटी देकने दो
common_voice_hi_26161963.mp3,"दिल्ली के ल्गी के दोरे का असर, रिंग रोड हनुमान मंदिर से हटा अख्टिक करमडल"
common_voice_hi_26161981.mp3,वहें अगरे जी बोलता है क्या?
common_voice_hi_26161982.mp3,दर्ती सुरस्की परिक्रमा करती है
common_voice_hi_26161983.mp3,मुझे लखता है मैरी मुझे पसंद कर पी है
common_voice_hi_26161984.mp3,बस मेरी बाख सुनो
common_voice_hi_26161985.mp3,करवाज़्ोस ब्रत्की महिमा और कता
common_voice_hi_26162006.mp3,त्या प्यार दूस्तिख से जारा मेध्पूल है?
common_voice_hi_26162007.mp3,"पग्डी में खिलने की इजाजद किलनी, अमेरिकी सांद्दोंने लिखा लेटर."
common_voice_hi_26162008.mp3,उडान रद रद हूने पर दिल्ली में याट्यों का हंगामा
common_voice_hi_26162009.mp3,मेरे बोस रहा नहीं कहेंगे
common_voice_hi_26162010.mp3,मैं तुम्हारी भाशा समवष्ट्सक्ती हूँ
common_voice_hi_26162021.mp3,मैरी चाई बना रही है
common_voice_hi_26162022.mp3,बेद मिंटन की बडी खिलारी को विरन खेर अग्टिंग में एसे कमाया नाम
common_voice_hi_26162023.mp3,मुझे बापज फोन करना मत भूलना
common_voice_hi_26162024.mp3,सैझफ करीना निकले लंच ज़ेट पर
common_voice_hi_26162025.mp3,ररीयाना के शिक्षा मंत्री को उम्मीद देरा समर तक शान्ती बनाई रकेंगे
common_voice_hi_26162031.mp3,मैं 20 साल की हूं
common_voice_hi_26162032.mp3,वे आमने समने कडे हुए
common_voice_hi_26162033.mp3,"यूपी में बनदर बना ड्राइवर, दो गारियू में मारी तक्कर"
common_voice_hi_26162034.mp3,अगर मुझे उसका पता होता तो मैंने उसे चिट्टी लिकिए हुटी
common_voice_hi_26162035.mp3,मुगल सराय में योगी और शाहा के आने से पहले आमबेद कर को लगाया बबादी का
common_voice_hi_26162036.mp3,तोम आमीर बन न चाहता है
common_voice_hi_26162037.mp3,मेरा जन्म चीन में हुए फाट
common_voice_hi_26162038.mp3,तोम बहुत नहींगे
common_voice_hi_26162039.mp3,उस दर्बाजे के पीछे क्या है?
common_voice_hi_26162040.mp3,अवी कितने बजे हैं? तीन बीस बजे हैं?
common_voice_hi_26162051.mp3,तुम लोगों पर इतना गुष्चा क्यो होते हो?
common_voice_hi_26162052.mp3,अबामा ख्लिंटन सब सम्माने ठस्तियो की सुची में शूमार
common_voice_hi_26162053.mp3,दवाई प्यो
common_voice_hi_26162054.mp3,जितना जड़ी उतना अच्छा
common_voice_hi_26162055.mp3,मुस्लिम बोटों का गडिद
common_voice_hi_26162056.mp3,मैं तुमे सब खुछ भता देती हूं
common_voice_hi_26162057.mp3,उस दुर्गडना में कै लोंगो की मुध होगल
common_voice_hi_26162058.mp3,राजनात सिंक्खे भीमान की अपात लैंटिंग
common_voice_hi_26162059.mp3,"जूनाब में सुरक्छा बन्डोबस्ट पर ग्रे मंट्राले की बेट्धंग, आतंकी हमले का खत्रा."
common_voice_hi_26162070.mp3,रान्ती सी मुष्के बाशा है
common_voice_hi_26162071.mp3,मैं चाहता था की भेहे जीट जाएं।
common_voice_hi_26162072.mp3,कम्रा नम्र पन्द्रहे में तोलिये नहीं है
common_voice_hi_26162073.mp3,"लक्नाव पहुचे राहुल गान्दी, अमेट्धी में गुजारेंगे दो दिन."
common_voice_hi_26162074.mp3,तर्फ सब से दी से नहीं होगा विकास चिदम बरम
common_voice_hi_26162084.mp3,आज मुसम बहुत गरम है
common_voice_hi_26162086.mp3,मैंने तोम से करवाया
common_voice_hi_26162087.mp3,"मैं, ड़क्तर हूँ"
common_voice_hi_26162088.mp3,जैसी करनी बैसी भरनी
common_voice_hi_26162089.mp3,बूलन शहर में हलाला के किलाव लडाई लड़रही ती नतलाक तीडिता पर आसिट अटेक
common_voice_hi_26162095.mp3,साजा बयान पर सोनिया का पीम को समर्ठन
common_voice_hi_26162096.mp3,यह बन्दा कमाल की चीजें कर सकता है
common_voice_hi_26162097.mp3,खाना तश्ड़न्दा हो रहा है
common_voice_hi_26162098.mp3,उसके आने तक यहां लिएंटेजार की जी
common_voice_hi_26162099.mp3,वहे गाने लगी
common_voice_hi_26162120.mp3,गौलिएड में होर ही है नशे की पैदावार
common_voice_hi_26162121.mp3,अवे अभी काम करना चाहीए
common_voice_hi_26162122.mp3,�ppe剣 powder.
common_voice_hi_26162123.mp3,ये किसके कहत हैं? लिंडा के?
common_voice_hi_26162124.mp3,लालु यादब की बेटी मीसा भार्टी बनेंगी भिहार की उप्मुख्च मंठ्री
common_voice_hi_26162125.mp3,मैं आस्पताल जार ही हूं
common_voice_hi_26162126.mp3,रर एक सेभ लाल है
common_voice_hi_26162127.mp3,दिल्ली में एक और एंकाउंटर गल्फ्रेंट के साथ बद्माश भीरफ्तार
common_voice_hi_26162128.mp3,ये तीम तेस्ट पास करने के बाजी पता चलेगा किस तरफ मुलेगी साईकिली
common_voice_hi_26162149.mp3,सारे अदे पिक चुके हैं
common_voice_hi_26162150.mp3,पक्रे जाने के दर से पाच्वी मनजल से कुदा चूर अर्दनाक मुड
common_voice_hi_26162151.mp3,"दिल्ली उत्मनगर में पिस्तोल दिखाकर नावालिक से गेंग्रेव, तो नावालिक आरोपी गराफ्तार"
common_voice_hi_26162153.mp3,पेजुक फ्रेंट को माने गोद देदी बची बापस माँने पर हंगामा
common_voice_hi_26162155.mp3,वेश्टिवाखर मज्युखो
common_voice_hi_26166171.mp3,खानद खाली है
common_voice_hi_26166172.mp3,अंतरिक्श में हवा एही होती है
common_voice_hi_26166173.mp3,तुम कुम से जुते पैनो ती?
common_voice_hi_26166174.mp3,सम्याय की खातिर भाराद का समर्तन कर वहे है मालिक
common_voice_hi_26166175.mp3,सल्वाल के साथ फलीम लेक्विं केट्रीना का दिनार तिन्के साथ
common_voice_hi_26166281.mp3,सोना तो राजा वो का राजा है
common_voice_hi_26166282.mp3,नुजियम सुम्बार से सिक्रवर तक फुला रहता है
common_voice_hi_26166283.mp3,मैंने अवी अवी बहुज शारी फाई डाईलोड की है
common_voice_hi_26166284.mp3,इहा लोग का और चुट्टीो से जादा रोमान्स का देते है आहमीन.
common_voice_hi_26166285.mp3,उन्होंने कजामा भूँन्ने कर लिए यहा भोहा पोदा
common_voice_hi_26166331.mp3,उमिद मत चोरो
common_voice_hi_26166332.mp3,क्या तुम्ने तोम्की मदद्ध की?
common_voice_hi_26166333.mp3,पीटिद पडिबार में राज भल्लेव याध़ किल ये मांगी आस्दिकी सचाजा.
common_voice_hi_26166334.mp3,"जिन्द उप्चुनाव, भूश्यान चोडालाने चूरू किया चूनावी अवियान"
common_voice_hi_26166335.mp3,मी तु इस्टे नहीं लिया जासका तरुसरी गा भयां
common_voice_hi_26166357.mp3,मुजे किसीके कदखठाने की अवाज सुनाई दी
common_voice_hi_26166358.mp3,बुजे एक जिराब दिखाई देरा है
common_voice_hi_26166360.mp3,अप मुस्से इतनी नफ्राथ क्यो करते हैं
common_voice_hi_26166361.mp3,"सास दलेने लायक नहीं आगरा की हवा, सबसे प्रदूषिट शहरो में चोथे नमबर कर."
common_voice_hi_26166362.mp3,तुम समवच क्यो नहीं सकते हैं।
common_voice_hi_26175845.mp3,बवा इस तराग की बात पर मुस्सा कियू है
common_voice_hi_26175846.mp3,यो मेरे लिए करना बहुत असान था
common_voice_hi_26202747.mp3,मेज के नीचे एक बिल्ली है
common_voice_hi_26202749.mp3,बहीज शहर लन्दन के पूर्व में इस्तटेः
common_voice_hi_26202750.mp3,अपने होटो को नेवकिन से साफ करो
common_voice_hi_26202752.mp3,मैंने उसे एक दो मिनेद पहले तोलेट में जाते हूँ देखाता
common_voice_hi_26202753.mp3,नव्रात्र के दोरान बधोई में दिखेगा अक्षर्दाम जैसा वबे पन्डाल
common_voice_hi_26202754.mp3,उस्टने पार्टी में नाजाने का फैस्ला किया
common_voice_hi_26202755.mp3,पुन्ये दटीपर विषेश पने कैसे रची गगी राजी व्गान्दी की हत्या की शाजच्श?
common_voice_hi_26202757.mp3,जबापान में इस्कुल अप्रेल में शुरोगता है
common_voice_hi_26202758.mp3,केजरी वाडल को रोना दूना चोल बड़े हो जाना जाहीए भेदी
common_voice_hi_26202760.mp3,अपका दिन शुब रहीं
common_voice_hi_26202761.mp3,बादल परिवार के गड में ताल्ट हुँगें गे कांगरेस की इव्राज
common_voice_hi_26202765.mp3,अम तोम से जुट नहीं बोल सकते है
common_voice_hi_26202768.mp3,आड़ से जस बजेके भीच हुए
common_voice_hi_26202769.mp3,मैं लेए उसे बस में चोड दिया होगा
common_voice_hi_26202770.mp3,मूरिल अब भी सालगी होग़े है
common_voice_hi_26202771.mp3,रद्तुंगा बूले श्रिलंका क्रिकेट में शीर्स इस तर दक पहला है ब्रिस्टा चार
common_voice_hi_26202772.mp3,देशके कहीश्सो में बारी बारेश मुमभाई हेद्रवादने जलबराव से लोग परेशान
common_voice_hi_26202773.mp3,गास पर चलना मना है
common_voice_hi_26202774.mp3,जाए पीते हैं
common_voice_hi_26202775.mp3,उनके हिसाब से बैं नहीं आरा हा
common_voice_hi_26202776.mp3,तो बाई एक साथ सबर पर निकले
common_voice_hi_26202778.mp3,"सवरी माला पर गमसान, शाब वोले हिंदू मंदरो के किलाग साजिश भिजैयन का पलडवार"
common_voice_hi_26202780.mp3,मैं तम्से जीादा खुब सुरत हूँ
common_voice_hi_26202784.mp3,जोग बड़दे में लगेगा रनो का आमबार क्यूरेटर
common_voice_hi_26202786.mp3,यह मशिएन बिजली से चलती है
common_voice_hi_26202787.mp3,मुझे अपरा से नफ्रत हैं
common_voice_hi_26202788.mp3,उस्त्रैका आद्नी मुझिसे जलता नहीं है
common_voice_hi_26202789.mp3,तो में अंदर किस ने आने दिया?
common_voice_hi_26202790.mp3,तुम बेरे पेर पफ़डी हूँ
common_voice_hi_26202792.mp3,दस्क पर एक टापडी है
common_voice_hi_26202793.mp3,मैं तोफु खाता हूं
common_voice_hi_26202794.mp3,नितिश कुमार एक बार फिर चुने गाये जेदियो के रास्टिय अद्ध्यक्ष्
common_voice_hi_26202795.mp3,तोमने अपनी टीशेर्ट उतारी
common_voice_hi_26202796.mp3,उसका बेटा पिष्ले साल मर गया
common_voice_hi_26202801.mp3,अज्ली सोना है?
common_voice_hi_26202803.mp3,वाजार बाजार क्या साथ जल रहा है?
common_voice_hi_26202806.mp3,सैमूल्स ने पाव तेवल पर रक्कर सही नहीं किया अंद्रे रसेल
common_voice_hi_26202811.mp3,अप जानते है कि साब जीब से सुमते हैं?
common_voice_hi_26202812.mp3,तोम हमेशा काले कपले पहनता है
common_voice_hi_26202814.mp3,जानिसार फिलम से देवू करने वाली अक्तर्स परन्या कुरेशी का बोल्ड अंदाज
common_voice_hi_26202815.mp3,रेलकाडी आचुकी है
common_voice_hi_26202816.mp3,किस तरेकी ब्रेट पर?
common_voice_hi_26202817.mp3,बारिश में तही खलेक्तर साभ के बंगले की दीवार
common_voice_hi_26202819.mp3,मेरी गाडे लाल रनकी है
common_voice_hi_26202820.mp3,उस्टने कुवाले की तस्वीर खिछी
common_voice_hi_26202821.mp3,दिल्ली अटो एक्स्पो और खुबसुरत होकर आई फुल्ट की फियास्टा
common_voice_hi_26202827.mp3,बग्वाँईश्व्कि अरादना से दूर हूँँगी नुकरी की समस्याई
common_voice_hi_26202828.mp3,आप मेरे गाडी में क्या कर रहेते?
common_voice_hi_26202829.mp3,"दिल्ली में स्कूल प्रट्ष्पल की हाँत्या, हर्याना में मिला भाई का शब"
common_voice_hi_26202830.mp3,"मुझे उसका पता पता है, पर वहे एक राज है."
common_voice_hi_26202832.mp3,उसे उपने चोरी का इल्जाम लगा या एक या
common_voice_hi_26202834.mp3,अखला की गत्ता फैक्तरी में आग लाखों का माल जला
common_voice_hi_26202836.mp3,लालु यादव का सवाल पीम मोदी बताएं किस परिवार ने उने लिया है गोड
common_voice_hi_26202839.mp3,सलमान के साथ फिल्म नहीं अश्टरेल्या में शादिकी सावलगरया मनाईंगी अनुशका
common_voice_hi_26202840.mp3,जंगल में रहते समय उसे मलेरीया हो गया
common_voice_hi_26202842.mp3,मिस्र को औरवी में मिस्र ही कैते हैं
common_voice_hi_26202843.mp3,तु कहर अटी है?
common_voice_hi_26202849.mp3,"जो करना है करो, पर इस पात की चट्चा तो होगी ही"
common_voice_hi_26202854.mp3,बर्टके उबहेल लेंगेख्ता से तोम परेशान ता और मैरी उट्टेजित
common_voice_hi_26202860.mp3,काव और प्यों
common_voice_hi_26202861.mp3,सस्ता और बहुत अट्तम होगा रूस की पाच्वी पिल्डी का युद्धग बिमान पूतिन
common_voice_hi_26202862.mp3,तुम हम से मिलने क्यो नहीं आते?
common_voice_hi_26202863.mp3,शुरुवही खाद्द सुरक्षा लाहु करने की प्रिक्रिया
common_voice_hi_26202864.mp3,ररे वनो में सोना होता है
common_voice_hi_26202866.mp3,मुछि शास्तरिय संगीट सुन्नेक शौक नहीं है
common_voice_hi_26202867.mp3,अपिन्यन बट्वारे के बाद बट्वारा नहीं होता
common_voice_hi_26202868.mp3,दूद वाली चाय कहाई है?
common_voice_hi_26202869.mp3,एक बाशा कभी भी काफी नहीं होगी
common_voice_hi_26202871.mp3,अम बहुत तक चुके ते
common_voice_hi_26202872.mp3,केरल पूलिस कर्मियोंने नावालेक लग्गी को बनाया हवस्का सिकार
common_voice_hi_26202875.mp3,क्याल्किलेटर मोडल अप के जर्ये सेना की आखों में दूल जोक रहे हैं आतंगी
common_voice_hi_26202876.mp3,मैं तुम से बहेस करना नहीं चाहता
common_voice_hi_26202877.mp3,तोम क्यो नहीं कर सकता?
common_voice_hi_26202878.mp3,उज्यन दलितो को बारात लिकालने से देनी होगी पलिस को सुचनो
common_voice_hi_26202879.mp3,अफ करनातक में सोने की खुदा इ फिर्से शुरू होगी
common_voice_hi_26202880.mp3,उस्टने अपनी जान को जो खिम्मे डालकर मेरी की जान बचाई
common_voice_hi_26202881.mp3,खोवा उलगया
common_voice_hi_26202883.mp3,"पतंगबाजी के मेदान मेपी चखके च़़ा दिते हैं, मोदी"
common_voice_hi_26202892.mp3,मुझे एक दिन में काम कतम करना ना मुमकिन लगा
common_voice_hi_26202893.mp3,राम मंदिर के लिए शीट कालीं सत्र में कानून लासकती है मोदी सरकार
common_voice_hi_26202894.mp3,उस्छने मुछ पर गुस्से से गूरा
common_voice_hi_26202895.mp3,पट्ना में आईएसाई का एजन्ट ग्रफ्तार कई दस्तावेज भरामत
common_voice_hi_26202896.mp3,या काम दो पहर तीन बजे से फहले कष्टम हुजाना जाहीए
common_voice_hi_26202897.mp3,मुझे नहीं पता वे कबाएकी?
common_voice_hi_26202898.mp3,दिल्ली में गेंग्रेप के खिलाफ मनाया काला दिवस
common_voice_hi_26202899.mp3,तो जबर्दस्त होती हैं
common_voice_hi_26202900.mp3,सल्मान कान की फिल्म सुल्तान के दुसरे गाने की शृटिंक पूरी
common_voice_hi_26202901.mp3,तोम को पता है
common_voice_hi_26202903.mp3,लूसी जरुर आएगी
common_voice_hi_26202904.mp3,तोम ने मुझे आपके बारे में पताया
common_voice_hi_26202906.mp3,उस्टने एक गलाज दूट पीया
common_voice_hi_26202907.mp3,मैं चीज खाती हूँ
common_voice_hi_26202921.mp3,इक बार फिर मुदी संग नजर आएंगे सल्मान कान
common_voice_hi_26202922.mp3,"आएुद्यामे उद्दव की सर्यो में आर्टी, कहाश श्रे नहीं राम्मन्दर की तारीक चाहीए"
common_voice_hi_26202923.mp3,मैं वकील हूँ
common_voice_hi_26202925.mp3,वित्त मन्त्री सीटर रामने की सला मद्ज्मक्खी कितर है तेक्स पसुलना सीके आयकर विवाग
common_voice_hi_26202926.mp3,मैं किस मनजल पर हूँ
common_voice_hi_26202927.mp3,फिल्म कैसी ती?
common_voice_hi_26202928.mp3,आग में 20 लोगो की मुध हो गगाई
common_voice_hi_26202929.mp3,3-4 हवतो में BJP की तरफ से सीव्टो को लेकर आयेगा प्रिस्ताव नितीश
common_voice_hi_26202930.mp3,अपने नाम के विप्रीत
common_voice_hi_26202931.mp3,उस्टने सो डोलर बचाली है
common_voice_hi_26202932.mp3,अवरिश पर्ववत दून्या का सब से उचा पर्वष्विक्र है
common_voice_hi_26203872.mp3,तोम को कब पता चला?
